Date,"1,3-BDE",1-Butene,Acetylene,,C2H5SH,,"C3,Lighter",,"C5=,C6 Plus",CH3SH,,cis-2-Butene,Cl,CO,CO2,,COS,CS2,Cu Strip @37.8oC,Density @15C,DES,DMS,Ethane,Ethylene,H2,H2S,i-Butane,"i-Butane,n-Butane",i-Butylene,i-Butyl Mercaptan,i-C3H7SH,i-Pentane,MA,Mercaptan,MES,Methane,N2,n-Butane,N-Butyl Mercaptan,n-Pentane,O2,"Pentane,Heavier",Propadiene,Propane,Propylene,sec-Butyl Mercaptan,SO2,Sp.Gr. @60/60F,Tert-Butyl Mercaptan,Thiophene,Total Cl,Total Cl,trans-2-Butene
07-Jun-2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jun-2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jun-2021 07:00,0.1,0.1,0.1,,,,41.2,,0.1,,,0.1,,0.1,0.1,,,,,0.5420,,,6.7,0.1,0.1,,31.0,55.3,0.6,,,2.1,0.1,,,0.2,0.1,24.3,,0.1,0.1,2.2,0.1,34.3,0.2,,,0.5419,,,,,0.2
11-Jun-2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jun-2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jun-2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jun-2021 07:00,0.1,0.1,0.1,,,,43.5,,0.1,,,0.1,,0.1,0.1,,,,,0.5404,,,7.3,0.1,0.1,,29.6,52.4,0.5,,,2.7,0.1,,,0.2,0.1,22.8,,0.2,0.1,3.0,0.1,36.0,0.2,,,0.5403,,,,,0.1
18-Jun-2021 00:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-2021 07:00,0.1,0.1,0.1,,,,38.4,,0.1,,,0.1,,0.1,0.1,,,,,,,,5.9,0.1,0.1,,34.2,60.1,0.7,,,0.1,0.1,,,0.1,0.1,25.9,,0.1,0.1,0.1,0.1,32.4,0.2,,,,,,,,0.2
21-Jun-2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jun-2021 10:00,0.1,0.1,0.1,,,,37.7,,0.1,,,0.1,,0.1,0.1,,,,,,,,5.5,0.1,0.1,,32.4,58.6,0.7,,,2.2,0.1,,,0.1,0.1,26.2,,0.2,0.1,2.5,0.1,32.1,0.2,,,,,,,,0.1
23-Jun-2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
23-Jun-2021 07:00,,,,,0.5,,,,,0.5,,,,,,,0.5,0.5,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,,,,,,,,0.1,,
24-Jun-2021 07:00,0.1,0.1,0.1,,,,33.9,,0.1,,,0.1,,0.1,0.1,,,,,0.5488,,,4.3,0.1,0.1,,35.1,63.8,0.7,,,1.0,0.1,,,0.1,0.1,28.7,,0.1,0.1,1.0,0.1,29.6,0.2,,,0.5487,,,,,0.2
25-Jun-2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-2021 07:00,,,,,0.5,,,,,0.5,,,,,,,0.5,0.5,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,
25-Jun-2021 11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,
28-Jun-2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jun-2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Jul-2021 07:00,0.1,0.1,0.1,,,,37.0,,0.1,,,0.1,,0.1,0.1,,,,,0.5474,,,5.1,0.1,0.1,,31.7,58.8,0.6,,,2.6,0.1,,,0.1,0.1,27.1,,0.3,0.1,3.0,0.1,31.8,0.2,,,0.5473,,,,,0.2
02-Jul-2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jul-2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jul-2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jul-2021 07:00,0.1,0.1,0.1,,,,38.9,,0.1,,,0.1,,0.1,0.1,,,,,0.5445,,,5.7,0.1,0.1,,33.0,57.8,0.7,,,1.9,0.1,,,0.1,0.1,24.8,,0.1,0.1,2.0,0.1,33.1,0.2,,,0.5444,,,,,0.2
09-Jul-2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jul-2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jul-2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jul-2021 10:00,0.1,0.1,0.1,,,,40.0,,0.1,,,0.1,,0.1,0.1,,,,,0.5453,,,5.6,0.1,0.1,,30.6,55.0,0.6,,,3.4,0.1,,,0.1,0.1,24.4,,0.3,0.1,3.8,0.1,34.3,0.2,,,0.5452,,,,,0.2
16-Jul-2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jul-2021 07:00,0.1,0.1,0.1,,,,42.2,,0.1,,,0.1,,0.1,0.1,,,,,0.5433,,,5.3,0.1,0.1,,30.8,53.9,0.5,,,2.5,0.1,,,0.1,0.1,23.1,,0.2,0.1,2.8,0.1,36.8,0.2,,,0.5432,,,,,0.2
18-Jul-2021 07:00,0.1,0.1,0.1,,,,42.3,,0.1,,,0.1,,0.1,0.1,,,,,,,,5.1,0.1,0.1,,31.5,55.4,0.5,,,1.1,0.1,,,0.1,0.1,23.9,,0.1,0.1,1.2,0.1,37.1,0.2,,,,,,,,0.1
19-Jul-2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-2021 07:00,,,,,,,,,,,,,,,,,,,No. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jul-2021 07:00,0.1,0.1,0.1,,,,37.2,,0.1,,,0.1,,0.1,0.1,,,,,0.5459,,,5.0,0.1,0.1,,33.2,60.7,0.6,,,0.9,0.1,,,0.1,0.1,27.5,,0.1,0.1,0.9,0.1,32.2,0.2,,,0.5458,,,,,0.2
23-Jul-2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jul-2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-2021 07:00,,,,,,,,,,,,,,,,,,,No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jul-2021 07:00,0.1,0.1,0.1,,,,45.6,,0.1,,,0.1,,0.1,0.1,,,,,0.5367,,,7.6,0.1,0.1,,31.3,52.8,0.6,,,0.5,0.1,,,0.2,0.1,21.5,,0.1,0.1,0.5,0.1,37.8,0.2,,,0.5366,,,,,0.1
30-Jul-2021 07:00,,,,,,,,,,,,,,,,,,,No. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
